15397,7,proceraIncomingShapingLatency,unsigned16
15397,8,proceraOutgoingShapingLatency,unsigned16
15397,9,proceraIncomingShapingDrops,unsigned32
15397,10,proceraOutgoingShapingDrops,unsigned32
15397,11,proceraInternalRtt,signed32
15397,12,proceraExternalRtt,signed32
15397,15,proceraFlowBehavior,string
15397,16,proceraContentCategories,string
15397,17,proceraProperty,string
15397,18,proceraServerHostname,string
15397,19,proceraHttpRequestMethod,string
15397,20,proceraHttpUserAgent,string
15397,21,proceraHttpContentType,string
15397,22,proceraHttpUrl,string
15397,23,proceraHttpReferer,string
15397,24,proceraHttpResponseStatus,unsigned16
15397,25,proceraHttpFileLength,unsigned32
15397,26,proceraHttpLocation,string
15397,27,proceraHttpLanguage,string
15397,28,proceraSubscriberIdentifier,string
15397,29,proceraMsisdn,unsigned64
15397,30,proceraImsi,unsigned64
15397,31,proceraRat,string
15397,32,proceraDeviceId,unsigned64
15397,33,proceraSgsn,string
15397,34,proceraRnc,unsigned16
15397,35,proceraApn,string
15397,36,proceraUserLocationInformation,string
15397,37,proceraGgsn,string
15397,38,proceraQoeIncomingInternal,float32
15397,39,proceraQoeIncomingExternal,float32
15397,40,proceraQoeOutgoingInternal,float32
15397,41,proceraQoeOutgoingExternal,float32
15397,42,proceraLocalIPv4Host,ipv4Address
15397,43,proceraLocalIPv6Host,ipv6Address
15397,44,proceraRemoteIPv4Host,ipv4Address
15397,45,proceraRemoteIPv6Host,ipv6Address
15397,46,proceraHttpRequestVersion,string
15397,47,proceraTemplateName,string
; netfilter/iptables
21373,4,mark,unsigned32
21373,6,conntrack_id,unsigned32
; RFC 5103
29305,1,reverseOctetDeltaCount,unsigned64
29305,2,reversePacketDeltaCount,unsigned64
29305,3,reverseDeltaFlowCount,unsigned64
29305,4,reverseProtocolIdentifier,unsigned8
29305,5,reverseIpClassOfService,unsigned8
29305,6,reverseTcpControlBits,unsigned16
29305,7,reverseSourceTransportPort,unsigned16
29305,8,reverseSourceIPv4Address,ipv4Address
29305,9,reverseSourceIPv4PrefixLength,unsigned8
29305,10,reverseIngressInterface,unsigned32
29305,11,reverseDestinationTransportPort,unsigned16
29305,12,reverseDestinationIPv4Address,ipv4Address
29305,13,reverseDestinationIPv4PrefixLength,unsigned8
29305,14,reverseEgressInterface,unsigned32
29305,15,reverseIpNextHopIPv4Address,ipv4Address
29305,16,reverseBgpSourceAsNumber,unsigned32
29305,17,reverseBgpDestinationAsNumber,unsigned32
29305,18,reverseBgpNextHopIPv4Address,ipv4Address
29305,19,reversePostMCastPacketDeltaCount,unsigned64
29305,20,reversePostMCastOctetDeltaCount,unsigned64
29305,21,reverseFlowEndSysUpTime,unsigned32
29305,22,reverseFlowStartSysUpTime,unsigned32
29305,23,reversePostOctetDeltaCount,unsigned64
29305,24,reversePostPacketDeltaCount,unsigned64
29305,25,reverseMinimumIpTotalLength,unsigned64
29305,26,reverseMaximumIpTotalLength,unsigned64
29305,27,reverseSourceIPv6Address,ipv6Address
29305,28,reverseDestinationIPv6Address,ipv6Address
29305,29,reverseSourceIPv6PrefixLength,unsigned8
29305,30,reverseDestinationIPv6PrefixLength,unsigned8
29305,31,reverseFlowLabelIPv6,unsigned32
29305,32,reverseIcmpTypeCodeIPv4,unsigned16
29305,33,reverseIgmpType,unsigned8
29305,34,reverseSamplingInterval,unsigned32
29305,35,reverseSamplingAlgorithm,unsigned8
29305,36,reverseFlowActiveTimeout,unsigned16
29305,37,reverseFlowIdleTimeout,unsigned16
29305,38,reverseEngineType,unsigned8
29305,39,reverseEngineId,unsigned8
29305,43,reverseIpv4RouterSc,ipv4Address
29305,44,reverseSourceIPv4Prefix,ipv4Address
29305,45,reverseDestinationIPv4Prefix,ipv4Address
29305,46,reverseMplsTopLabelType,unsigned8
29305,47,reverseMplsTopLabelIPv4Address,ipv4Address
29305,48,reverseSamplerId,unsigned8
29305,49,reverseSamplerMode,unsigned8
29305,50,reverseSamplerRandomInterval,unsigned32
29305,51,reverseClassId,unsigned8
29305,52,reverseMinimumTTL,unsigned8
29305,53,reverseMaximumTTL,unsigned8
29305,54,reverseFragmentIdentification,unsigned32
29305,55,reversePostIpClassOfService,unsigned8
29305,56,reverseSourceMacAddress,macAddress
29305,57,reversePostDestinationMacAddress,macAddress
29305,58,reverseVlanId,unsigned16
29305,59,reversePostVlanId,unsigned16
29305,60,reverseIpVersion,unsigned8
29305,61,reverseFlowDirection,unsigned8
29305,62,reverseIpNextHopIPv6Address,ipv6Address
29305,63,reverseBgpNextHopIPv6Address,ipv6Address
29305,64,reverseIpv6ExtensionHeaders,unsigned32
29305,70,reverseMplsTopLabelStackSection,string
29305,71,reverseMplsLabelStackSection2,string
29305,72,reverseMplsLabelStackSection3,string
29305,73,reverseMplsLabelStackSection4,string
29305,74,reverseMplsLabelStackSection5,string
29305,75,reverseMplsLabelStackSection6,string
29305,76,reverseMplsLabelStackSection7,string
29305,77,reverseMplsLabelStackSection8,string
29305,78,reverseMplsLabelStackSection9,string
29305,79,reverseMplsLabelStackSection10,string
29305,80,reverseDestinationMacAddress,macAddress
29305,81,reversePostSourceMacAddress,macAddress
29305,82,reverseInterfaceName,string
29305,83,reverseInterfaceDescription,string
29305,84,reverseSamplerName,string
29305,85,reverseOctetTotalCount,unsigned64
29305,86,reversePacketTotalCount,unsigned64
29305,87,reverseFlagsAndSamplerId,unsigned32
29305,88,reverseFragmentOffset,unsigned16
29305,89,reverseForwardingStatus,unsigned32
29305,90,reverseMplsVpnRouteDistinguisher,string
29305,91,reverseMplsTopLabelPrefixLength,unsigned8
29305,92,reverseSrcTrafficIndex,unsigned32
29305,93,reverseDstTrafficIndex,unsigned32
29305,94,reverseApplicationDescription,string
29305,95,reverseApplicationId,string
29305,96,reverseApplicationName,string
29305,98,reversePostIpDiffServCodePoint,unsigned8
29305,99,reverseMulticastReplicationFactor,unsigned32
29305,100,reverseClassName,string
29305,101,reverseClassificationEngineId,unsigned8
29305,102,reverseLayer2packetSectionOffset,unsigned16
29305,103,reverseLayer2packetSectionSize,unsigned16
29305,104,reverseLayer2packetSectionData,string
29305,128,reverseBgpNextAdjacentAsNumber,unsigned32
29305,129,reverseBgpPrevAdjacentAsNumber,unsigned32
29305,132,reverseDroppedOctetDeltaCount,unsigned64
29305,133,reverseDroppedPacketDeltaCount,unsigned64
29305,134,reverseDroppedOctetTotalCount,unsigned64
29305,135,reverseDroppedPacketTotalCount,unsigned64
29305,136,reverseFlowEndReason,unsigned8
29305,138,reverseObservationPointId,unsigned64
29305,139,reverseIcmpTypeCodeIPv6,unsigned16
29305,140,reverseMplsTopLabelIPv6Address,ipv6Address
29305,141,reverseLineCardId,unsigned32
29305,142,reversePortId,unsigned32
29305,143,reverseMeteringProcessId,unsigned32
29305,144,reverseExportingProcessId,unsigned32
29305,146,reverseWlanChannelId,unsigned8
29305,147,reverseWlanSSID,string
29305,150,reverseFlowStartSeconds,unsigned32
29305,151,reverseFlowEndSeconds,unsigned32
29305,152,reverseFlowStartMilliseconds,unsigned64
29305,153,reverseFlowEndMilliseconds,unsigned64
29305,154,reverseFlowStartMicroseconds,unsigned64
29305,155,reverseFlowEndMicroseconds,unsigned64
29305,156,reverseFlowStartNanoseconds,unsigned64
29305,157,reverseFlowEndNanoseconds,unsigned64
29305,158,reverseFlowStartDeltaMicroseconds,unsigned32
29305,159,reverseFlowEndDeltaMicroseconds,unsigned32
29305,160,reverseSystemInitTimeMilliseconds,unsigned64
29305,161,reverseFlowDurationMilliseconds,unsigned32
29305,162,reverseFlowDurationMicroseconds,unsigned32
29305,169,reverseDestinationIPv6Prefix,ipv6Address
29305,170,reverseSourceIPv6Prefix,ipv6Address
29305,171,reversePostOctetTotalCount,unsigned64
29305,172,reversePostPacketTotalCount,unsigned64
29305,174,reversePostMCastPacketTotalCount,unsigned64
29305,175,reversePostMCastOctetTotalCount,unsigned64
29305,176,reverseIcmpTypeIPv4,unsigned8
29305,177,reverseIcmpCodeIPv4,unsigned8
29305,178,reverseIcmpTypeIPv6,unsigned8
29305,179,reverseIcmpCodeIPv6,unsigned8
29305,180,reverseUdpSourcePort,unsigned16
29305,181,reverseUdpDestinationPort,unsigned16
29305,182,reverseTcpSourcePort,unsigned16
29305,183,reverseTcpDestinationPort,unsigned16
29305,184,reverseTcpSequenceNumber,unsigned32
29305,185,reverseTcpAcknowledgementNumber,unsigned32
29305,186,reverseTcpWindowSize,unsigned16
29305,187,reverseTcpUrgentPointer,unsigned16
29305,188,reverseTcpHeaderLength,unsigned8
29305,189,reverseIpHeaderLength,unsigned8
29305,190,reverseTotalLengthIPv4,unsigned16
29305,191,reversePayloadLengthIPv6,unsigned16
29305,192,reverseIpTTL,unsigned8
29305,193,reverseNextHeaderIPv6,unsigned8
29305,194,reverseMplsPayloadLength,unsigned32
29305,195,reverseIpDiffServCodePoint,unsigned8
29305,196,reverseIpPrecedence,unsigned8
29305,197,reverseFragmentFlags,unsigned8
29305,198,reverseOctetDeltaSumOfSquares,unsigned64
29305,199,reverseOctetTotalSumOfSquares,unsigned64
29305,200,reverseMplsTopLabelTTL,unsigned8
29305,201,reverseMplsLabelStackLength,unsigned32
29305,202,reverseMplsLabelStackDepth,unsigned32
29305,203,reverseMplsTopLabelExp,unsigned8
29305,204,reverseIpPayloadLength,unsigned32
29305,205,reverseUdpMessageLength,unsigned16
29305,206,reverseIsMulticast,unsigned8
29305,207,reverseIpv4IHL,unsigned8
29305,208,reverseIpv4Options,unsigned32
29305,209,reverseTcpOptions,unsigned64
29305,218,reverseTcpSynTotalCount,unsigned64
29305,219,reverseTcpFinTotalCount,unsigned64
29305,220,reverseTcpRstTotalCount,unsigned64
29305,221,reverseTcpPshTotalCount,unsigned64
29305,222,reverseTcpAckTotalCount,unsigned64
29305,223,reverseTcpUrgTotalCount,unsigned64
29305,224,reverseIpTotalLength,unsigned64
29305,225,reversePostNATSourceIPv4Address,ipv4Address
29305,226,reversePostNATDestinationIPv4Address,ipv4Address
29305,227,reversePostNAPTSourceTransportPort,unsigned16
29305,228,reversePostNAPTDestinationTransportPort,unsigned16
29305,229,reverseNatOriginatingAddressRealm,unsigned8
29305,230,reverseNatEvent,unsigned8
29305,231,reverseInitiatorOctets,unsigned64
29305,232,reverseResponderOctets,unsigned64
29305,233,reverseFirewallEvent,unsigned8
29305,234,reverseIngressVRFID,unsigned32
29305,235,reverseEgressVRFID,unsigned32
29305,236,reverseVRFname,string
29305,237,reversePostMplsTopLabelExp,unsigned8
29305,238,reverseTcpWindowScale,unsigned16
29305,240,reverseEthernetHeaderLength,unsigned8
29305,241,reverseEthernetPayloadLength,unsigned16
29305,242,reverseEthernetTotalLength,unsigned16
29305,243,reverseDot1qVlanId,unsigned16
29305,244,reverseDot1qPriority,unsigned8
29305,245,reverseDot1qCustomerVlanId,unsigned16
29305,246,reverseDot1qCustomerPriority,unsigned8
29305,247,reverseMetroEvcId,string
29305,248,reverseMetroEvcType,unsigned8
29305,249,reversePseudoWireId,unsigned32
29305,250,reversePseudoWireType,unsigned16
29305,251,reversePseudoWireControlWord,unsigned32
29305,252,reverseIngressPhysicalInterface,unsigned32
29305,253,reverseEgressPhysicalInterface,unsigned32
29305,254,reversePostDot1qVlanId,unsigned16
29305,255,reversePostDot1qCustomerVlanId,unsigned16
29305,256,reverseEthernetType,unsigned16
29305,257,reversePostIpPrecedence,unsigned8
29305,258,reverseCollectionTimeMilliseconds,unsigned64
29305,259,reverseExportSctpStreamId,unsigned16
29305,260,reverseMaxExportSeconds,unsigned32
29305,261,reverseMaxFlowEndSeconds,unsigned32
29305,262,reverseMessageMD5Checksum,string
29305,263,reverseMessageScope,unsigned8
29305,264,reverseMinExportSeconds,unsigned32
29305,265,reverseMinFlowStartSeconds,unsigned32
29305,266,reverseOpaqueOctets,string
29305,267,reverseSessionScope,unsigned8
29305,268,reverseMaxFlowEndMicroseconds,unsigned64
29305,269,reverseMaxFlowEndMilliseconds,unsigned64
29305,270,reverseMaxFlowEndNanoseconds,unsigned64
29305,271,reverseMinFlowStartMicroseconds,unsigned64
29305,272,reverseMinFlowStartMilliseconds,unsigned64
29305,273,reverseMinFlowStartNanoseconds,unsigned64
29305,274,reverseCollectorCertificate,string
29305,275,reverseExporterCertificate,string
29305,276,reverseDataRecordsReliability,unsigned8
29305,277,reverseObservationPointType,unsigned8
29305,278,reverseNewConnectionDeltaCount,unsigned32
29305,279,reverseConnectionSumDurationSeconds,unsigned64
29305,280,reverseConnectionTransactionId,unsigned64
29305,281,reversePostNATSourceIPv6Address,ipv6Address
29305,282,reversePostNATDestinationIPv6Address,ipv6Address
29305,283,reverseNatPoolId,unsigned32
29305,284,reverseNatPoolName,string
29305,285,reverseAnonymizationFlags,unsigned16
29305,286,reverseAnonymizationTechnique,unsigned16
29305,287,reverseInformationElementIndex,unsigned16
29305,288,reverseP2pTechnology,string
29305,289,reverseTunnelTechnology,string
29305,290,reverseEncryptedTechnology,string
29305,294,reverseBgpValidityState,unsigned8
29305,295,reverseIPSecSPI,unsigned32
29305,296,reverseGreKey,unsigned32
29305,297,reverseNatType,unsigned8
29305,298,reverseInitiatorPackets,unsigned64
29305,299,reverseResponderPackets,unsigned64
29305,300,reverseObservationDomainName,string
29305,301,reverseSelectionSequenceId,unsigned64
29305,302,reverseSelectorId,unsigned64
29305,303,reverseInformationElementId,unsigned16
29305,304,reverseSelectorAlgorithm,unsigned16
29305,305,reverseSamplingPacketInterval,unsigned32
29305,306,reverseSamplingPacketSpace,unsigned32
29305,307,reverseSamplingTimeInterval,unsigned32
29305,308,reverseSamplingTimeSpace,unsigned32
29305,309,reverseSamplingSize,unsigned32
29305,310,reverseSamplingPopulation,unsigned32
29305,311,reverseSamplingProbability,float64
29305,312,reverseDataLinkFrameSize,unsigned16
29305,313,reverseIpHeaderPacketSection,string
29305,314,reverseIpPayloadPacketSection,string
29305,315,reverseDataLinkFrameSection,string
29305,316,reverseMplsLabelStackSection,string
29305,317,reverseMplsPayloadPacketSection,string
29305,318,reverseSelectorIdTotalPktsObserved,unsigned64
29305,319,reverseSelectorIdTotalPktsSelected,unsigned64
29305,320,reverseAbsoluteError,float64
29305,321,reverseRelativeError,float64
29305,322,reverseObservationTimeSeconds,unsigned32
29305,323,reverseObservationTimeMilliseconds,unsigned64
29305,324,reverseObservationTimeMicroseconds,unsigned64
29305,325,reverseObservationTimeNanoseconds,unsigned64
29305,326,reverseDigestHashValue,unsigned64
29305,327,reverseHashIPPayloadOffset,unsigned64
29305,328,reverseHashIPPayloadSize,unsigned64
29305,329,reverseHashOutputRangeMin,unsigned64
29305,330,reverseHashOutputRangeMax,unsigned64
29305,331,reverseHashSelectedRangeMin,unsigned64
29305,332,reverseHashSelectedRangeMax,unsigned64
29305,333,reverseHashDigestOutput,unsigned8
29305,334,reverseHashInitialiserValue,unsigned64
29305,335,reverseSelectorName,string
29305,336,reverseUpperCILimit,float64
29305,337,reverseLowerCILimit,float64
29305,338,reverseConfidenceLevel,float64
29305,339,reverseInformationElementDataType,unsigned8
29305,340,reverseInformationElementDescription,string
29305,341,reverseInformationElementName,string
29305,342,reverseInformationElementRangeBegin,unsigned64
29305,343,reverseInformationElementRangeEnd,unsigned64
29305,344,reverseInformationElementSemantics,unsigned8
29305,345,reverseInformationElementUnits,unsigned16
29305,346,reversePrivateEnterpriseNumber,unsigned32
29305,347,reverseVirtualStationInterfaceId,string
29305,348,reverseVirtualStationInterfaceName,string
29305,349,reverseVirtualStationUUID,string
29305,350,reverseVirtualStationName,string
29305,351,reverseLayer2SegmentId,unsigned64
29305,352,reverseLayer2OctetDeltaCount,unsigned64
29305,353,reverseLayer2OctetTotalCount,unsigned64
29305,354,reverseIngressUnicastPacketTotalCount,unsigned64
29305,355,reverseIngressMulticastPacketTotalCount,unsigned64
29305,356,reverseIngressBroadcastPacketTotalCount,unsigned64
29305,357,reverseEgressUnicastPacketTotalCount,unsigned64
29305,358,reverseEgressBroadcastPacketTotalCount,unsigned64
29305,359,reverseMonitoringIntervalStartMilliSeconds,unsigned64
29305,360,reverseMonitoringIntervalEndMilliSeconds,unsigned64
29305,361,reversePortRangeStart,unsigned16
29305,362,reversePortRangeEnd,unsigned16
29305,363,reversePortRangeStepSize,unsigned16
29305,364,reversePortRangeNumPorts,unsigned16
29305,365,reverseStaMacAddress,macAddress
29305,366,reverseStaIPv4Address,ipv4Address
29305,367,reverseWtpMacAddress,macAddress
29305,368,reverseIngressInterfaceType,unsigned32
29305,369,reverseEgressInterfaceType,unsigned32
29305,370,reverseRtpSequenceNumber,unsigned16
29305,371,reverseUserName,string
29305,372,reverseApplicationCategoryName,string
29305,373,reverseApplicationSubCategoryName,string
29305,374,reverseApplicationGroupName,string
29305,375,reverseOriginalFlowsPresent,unsigned64
29305,376,reverseOriginalFlowsInitiated,unsigned64
29305,377,reverseOriginalFlowsCompleted,unsigned64
29305,378,reverseDistinctCountOfSourceIPAddress,unsigned64
29305,379,reverseDistinctCountOfDestinationIPAddress,unsigned64
29305,380,reverseDistinctCountOfSourceIPv4Address,unsigned32
29305,381,reverseDistinctCountOfDestinationIPv4Address,unsigned32
29305,382,reverseDistinctCountOfSourceIPv6Address,unsigned64
29305,383,reverseDistinctCountOfDestinationIPv6Address,unsigned64
29305,384,reverseValueDistributionMethod,unsigned8
29305,385,reverseRfc3550JitterMilliseconds,unsigned32
29305,386,reverseRfc3550JitterMicroseconds,unsigned32
29305,387,reverseRfc3550JitterNanoseconds,unsigned32
29305,388,reverseDot1qDEI,unsigned8
29305,389,reverseDot1qCustomerDEI,unsigned8
29305,390,reverseFlowSelectorAlgorithm,unsigned16
29305,391,reverseFlowSelectedOctetDeltaCount,unsigned64
29305,392,reverseFlowSelectedPacketDeltaCount,unsigned64
29305,393,reverseFlowSelectedFlowDeltaCount,unsigned64
29305,394,reverseSelectorIDTotalFlowsObserved,unsigned64
29305,395,reverseSelectorIDTotalFlowsSelected,unsigned64
29305,396,reverseSamplingFlowInterval,unsigned64
29305,397,reverseSamplingFlowSpacing,unsigned64
29305,398,reverseFlowSamplingTimeInterval,unsigned64
29305,399,reverseFlowSamplingTimeSpacing,unsigned64
29305,400,reverseHashFlowDomain,unsigned16
29305,401,reverseTransportOctetDeltaCount,unsigned64
29305,402,reverseTransportPacketDeltaCount,unsigned64
29305,403,reverseOriginalExporterIPv4Address,ipv4Address
29305,404,reverseOriginalExporterIPv6Address,ipv6Address
29305,405,reverseOriginalObservationDomainId,unsigned32
29305,406,reverseIntermediateProcessId,unsigned32
29305,407,reverseIgnoredDataRecordTotalCount,unsigned64
29305,408,reverseDataLinkFrameType,unsigned16
29305,409,reverseSectionOffset,unsigned16
29305,410,reverseSectionExportedOctets,unsigned16
29305,411,reverseDot1qServiceInstanceTag,string
29305,412,reverseDot1qServiceInstanceId,unsigned32
29305,413,reverseDot1qServiceInstancePriority,unsigned8
29305,414,reverseDot1qCustomerSourceMacAddress,macAddress
29305,415,reverseDot1qCustomerDestinationMacAddress,macAddress
29305,417,reversePostLayer2OctetDeltaCount,unsigned64
29305,418,reversePostMCastLayer2OctetDeltaCount,unsigned64
29305,420,reversePostLayer2OctetTotalCount,unsigned64
29305,421,reversePostMCastLayer2OctetTotalCount,unsigned64
29305,422,reverseMinimumLayer2TotalLength,unsigned64
29305,423,reverseMaximumLayer2TotalLength,unsigned64
29305,424,reverseDroppedLayer2OctetDeltaCount,unsigned64
29305,425,reverseDroppedLayer2OctetTotalCount,unsigned64
29305,426,reverseIgnoredLayer2OctetTotalCount,unsigned64
29305,427,reverseNotSentLayer2OctetTotalCount,unsigned64
29305,428,reverseLayer2OctetDeltaSumOfSquares,unsigned64
29305,429,reverseLayer2OctetTotalSumOfSquares,unsigned64
29305,430,reverseLayer2FrameDeltaCount,unsigned64
29305,431,reverseLayer2FrameTotalCount,unsigned64
29305,432,reversePseudoWireDestinationIPv4Address,ipv4Address
29305,433,reverseIgnoredLayer2FrameTotalCount,unsigned64
; vIPtela
41916,4321,viptelaVPNId,unsigned64
